,Occur_date,Occur_weekday,incident,cases,time,location,release,zip,latitude,longitude
1257,NA,NA,Intoxicated/Impaired Driver,2019-458342,NA,Della Court,PIO Joel Despain,53714,43.1041499,-89.3045363
1258,NA,NA,Arrested Person,2019-458365,NA,300 block State Street,PIO Joel Despain,53703,43.0747707,-89.3899741
1259,NA,NA,Intoxicated/Impaired Driver,2019-455759,NA,S. Stoughton Rd. (at Pflaum Rd.),PIO Joel Despain,NA,43.0732379,-89.3105106
1260,NA,NA,Disturbance,2019-458324,NA,Golden Copper Lane,PIO Joel Despain,53719,43.0149801,-89.5012358
1261,NA,NA,Disturbance,2019-458324,NA,Golden Copper Lane,PIO Joel Despain,53719,43.0149801,-89.5012358
1262,NA,NA,Arrested Person,2019-455895,NA,Denton Place,PIO Joel Despain,53711,43.0307757,-89.4711121
1263,NA,NA,Traffic Incident,2019-456864,NA,Bradford Lane,PIO Joel Despain,53714,43.0951408,-89.3255366
1264,NA,NA,Disturbance,2019-458031,NA,N. Lake St. (at State St.),PIO Joel Despain,NA,43.073883,-89.3974128
1265,NA,NA,Traffic Incident,2019-458316,NA,Hwy 12 near Millpond Road,Lt. Tracie Jokala,53718,43.044578,-89.27407
1266,NA,NA,Arrested Person,2018-10905,NA,1300 Block Of Drake Street,P.O. Howard Payne,53715,43.0620403,-89.4072168
1267,NA,NA,Theft,2019-453342,NA,Kottke Drive,PIO Joel Despain,53719,43.047381,-89.5097214
1268,NA,NA,Fight (In Progress),2019-457019,NA,554 W. Main St. (Echo Tap),PIO Joel Despain,53703,43.0681997,-89.3913696
1269,NA,NA,Residential Burglary,2019-456456,NA,100 block S. Fair Oaks Ave.,PIO Joel Despain,53704,43.097933,-89.338262
1270,NA,NA,Intoxicated/Impaired Driver,2019-455402,NA,Highway 51 (at Pflaum Road),PIO Joel Despain,NA,43.0901295,-89.3136591
1271,NA,NA,Traffic Incident,2019-455466,NA,West Beltline Highway (near Todd Dr.),PIO Joel Despain,NA,43.0428229,-89.4657145
1272,NA,NA,Weapons Violation,2019-457016,NA,Mound St. (at South Charter St.),PIO Joel Despain,NA,43.065312,-89.4060632
1273,NA,NA,Robbery,2019-456005,NA,4300 block Britta Dr.,PIO Joel Despain,53711,43.0348447,-89.4518661
1274,NA,NA,Theft,2019-453597,NA,675 S. Whitney Way,PIO Joel Despain,53711,43.0509044,-89.4714115
1275,NA,NA,Robbery,2019-452881,NA,Milwaukee St. (at Leon St.),PIO Joel Despain,NA,43.0988773,-89.3015781
1276,NA,NA,Robbery,2019-453063,NA,7810 Mineral Point Rd. (Wallgreens),PIO Joel Despain,53717,43.0613181,-89.5180123
1277,NA,NA,Robbery,2019-453063,NA,7810 Mineral Point Rd. (Wallgreens),PIO Joel Despain,53717,43.0613181,-89.5180123
1278,NA,NA,Disturbance,2019-452267,NA,2222 E. Washington Ave. (East High School),PIO Joel Despain,53704,43.0974734,-89.3550011
1279,NA,NA,Weapons Violation,2019-00432476,NA,600 Langdon Street,Sgt. Stuart Moeser,53703,43.0757931,-89.3953387
1280,NA,NA,Suspicious Person,2019-449262,NA,Monroe St. (at Nakoma Rd.),PIO Joel Despain,NA,43.0609829,-89.4231789
1281,NA,NA,Intoxicated/Impaired Driver,2019-450684,NA,Almo Ave. (Pleasure Dr.),PIO Joel Despain,53704,43.1208566,-89.3655531
1282,NA,NA,Residential Burglary,2019-451320,NA,3100 block Muir Field Rd.,PIO Joel Despain,53719,43.01826,-89.5085732
1283,NA,NA,Robbery,2019-451104,NA,6655 McKee Rd. (Associated Bank),PIO Joel Despain,53719,43.0136861,-89.4979887
1284,NA,NA,Weapons Violation,2019-439065,NA,66 West Towne Mall (West Towne Mall Food Court),Lt. Tracie Jokala,53719,43.0569762,-89.5055749
1285,NA,NA,Weapons Violation,2019-446656,NA,3700 block Packers Ave.,PIO Joel Despain,53704,43.1335357,-89.355357
1286,NA,NA,Drug Investigation,2019-441867,NA,3700 block Packers Ave.,PIO Joel Despain,53704,43.1335357,-89.355357
1287,NA,NA,Information,2019-00448340,NA,100 block N. First St.,Sgt. Benjamin Schwarz,53704,43.0927138,-89.361019
1288,NA,NA,Missing Adult,2019-446366,NA,3276 High Point Road,Sgt. Jennifer Hannah,53719,43.0343747,-89.5176524
1289,NA,NA,Residential Burglary,2019-444710,NA,Keating Terrace,PIO Joel Despain,53711,43.0591124,-89.451481
1290,NA,NA,Traffic Incident,2019-446349,NA,S. Thompson Dr. (near Emma Court),PIO Joel Despain,NA,43.0829286,-89.2860046
1291,NA,NA,Information,2019-446713,NA,Gene Parks Place,Sgt. Jennifer Hannah,53711,43.0277265,-89.4590548
1292,NA,NA,Special Event,2019-327044,NA,State St.,PIO Joel Despain,NA,43.0748377,-89.392627
1293,NA,NA,Special Event,2019-327044,NA,State St.,PIO Joel Despain,NA,43.0748377,-89.392627
1294,NA,NA,Weapons Violation,2019-445490,NA,WB Hwy 12 At Fish Hatchery Rd.,Sgt. Kurt Wege,NA,43.0392951,-89.3827067
1295,NA,NA,Robbery,2019-444077,NA,7610 Mineral Point Road (Preplayed),Sgt. Paul Jacobsen,53717,43.0608808,-89.514738
1296,NA,NA,Information,2019-440183,NA,201 S. Gammon Rd. (Madison Memorial High School),PIO Joel Despain,53705,43.063699,-89.5016456
1297,NA,NA,Disturbance,2019-442560,NA,1 West Dayton St. (Concourse Hotel),PIO Joel Despain,53703,43.0756129,-89.3865836
1298,NA,NA,Sexual Assault,2019-398391,NA,Murphy Road,PIO Joel Despain,53704,43.1390095,-89.3952627
1299,NA,NA,Robbery,2019-440992,NA,200 block W. Gorham St.,PIO Joel Despain,53703,43.0754388,-89.3907905
1300,NA,NA,Fraud,2019-379084,NA,1200 block Williamson St.,PIO Joel Despain,53703,43.0832512,-89.3643272
1301,NA,NA,Weapons Violation,2019-441225,NA,6900 Block Park Edge Dr.,Lt. Diana Nachtigal,53719,43.0406897,-89.5023003
1302,NA,NA,Robbery,2019-436404,NA,4505 East Towne Mall (Portillo's),PIO Joel Despain,53704,43.1273784,-89.3067853
1303,NA,NA,Weapons Violation,2019-439235,NA,2602 Post Rd. (Leopold Elementary School grounds),PIO Joel Despain,53713,43.0273003,-89.4214454
1304,NA,NA,Arrested Person,2019-322141,NA,400 block W. Wilson St.,PIO Joel Despain,53703,43.0692152,-89.3860644
1305,NA,NA,Arrested Person,2019-423319,NA,Old Gate Rd.,PIO Joel Despain,53704,43.1386399,-89.3165076
1306,NA,NA,Residential Burglary,2019-436783,NA,McGuffey Drive,PIO Joel Despain,53717,43.0726232,-89.5302675
1307,NA,NA,Robbery,2019-438292,NA,Kessel Court,PIO Joel Despain,53711,43.0482601,-89.4812146
1308,NA,NA,Theft,2019-434397,NA,1900 block Reetz Rd.,PIO Joel Despain,53711,43.0332242,-89.4619573
1309,NA,NA,Theft,2019-434397,NA,1900 block Reetz Rd.,PIO Joel Despain,53711,43.0332242,-89.4619573
1310,NA,NA,Trespassing Complaint,2019-435509,NA,1000 block Fish Hatchery Road,PIO Joel Despain,53715,43.0565594,-89.399295
1311,NA,NA,Weapons Violation,2019-435310,NA,4902 Verona Rd. (Speedway),PIO Joel Despain,53711,43.0311327,-89.4619575
1312,NA,NA,Weapons Violation,2019-433913,NA,2000 block Worthington Ave.,PIO Joel Despain,53714,43.1025912,-89.3399507
1313,NA,NA,Information,2019-436610,NA,400 block Starling Ln.,Lt. Diana Nachtigal,53704,43.1356139,-89.3509466
1314,NA,NA,Robbery,2019-434467,NA,1965 Atwood Ave (Monona Bank),Lt. John Radovan,53704,43.0918823,-89.3555148
1315,NA,NA,Residential Burglary,2019-433768,NA,700 block of Northport Dr,Sgt. Ryan Gibson,53704,43.1392852,-89.3852788
1316,NA,NA,Murder/Homicide,2019-403393,NA,500 block of Northport Dr,Lt. Scott Kleinfeldt,53704,43.1406073,-89.3899165
1317,NA,NA,Arrested Person,2019-430962,NA,800 block E. Main St.,PIO Joel Despain,53703,43.0801868,-89.3740335
1318,NA,NA,Information,2019-428777,NA,2033 Londonderry Dr. (MPD North District station),PIO Joel Despain,53704,43.1296779,-89.3556677
1319,NA,NA,Fight (In Progress),2019-430439,NA,300 block State Street,PIO Joel Despain,53703,43.0747707,-89.3899741
1320,NA,NA,Non-Residential Burglary,2019-431181,NA,3528 E. Washington Ave. (Kwik Trip),PIO Joel Despain,53704,43.1154641,-89.3274762
1321,NA,NA,Theft,2019-345267,NA,8080 Watts Rd. (Princeton Club),PIO Joel Despain,53719,43.0550592,-89.5192377
1322,NA,NA,Fraud,2019-904296,NA,301 Wisconsin Ave. (Madison Masonic Center),PIO Joel Despain,53703,43.0774072,-89.3867629
1323,NA,NA,Robbery,2019-429360,NA,"6905 Odana Road, Madison, WI (Burlington Coat Factory)",Sgt. Nathan Becker,53719,43.0549785,-89.5003503
1324,NA,NA,Traffic Incident,2019-427312,NA,Verona Frontage Road (at Britta Parkway),PIO Joel Despain,53711,43.0271136,-89.4652353
1325,NA,NA,Traffic Incident,2019-427312,NA,Verona Frontage Road (at Britta Parkway),PIO Joel Despain,53711,43.0271136,-89.4652353
1326,NA,NA,Residential Burglary,2019-427933,NA,Cedar Creek Trail,PIO Joel Despain,53717,43.0650889,-89.5105359
1327,NA,NA,Disturbance,2019-428021,NA,E. Washington Ave. (at N. Livingston St.),PIO Joel Despain,NA,43.1096584,-89.3353739
1328,NA,NA,Weapons Violation,2019-426450,NA,Winnebago St. (near S. Sixth St.),PIO Joel Despain,53704,43.0941338,-89.3535206
1329,NA,NA,Suspicious Person,2019-427403,NA,W Olin Ave/Homer Ct area,Lt. Tracie Jokala,53715,43.0533674,-89.3851304
1330,NA,NA,Drug Investigation,2019-387279,NA,E. Washington Ave. (at First St.),PIO Joel Despain,NA,43.1096584,-89.3353739
1331,NA,NA,Residential Burglary,2019-425811,NA,Somerset Lane,PIO Joel Despain,53711,43.0484654,-89.4510445
1332,NA,NA,Traffic Incident,2019-423219,NA,Piedmont Road,PIO Joel Despain,53711,43.023939,-89.493172
1333,NA,NA,Exposure,2019-364734,NA,3700 Milwaukee St. (Carol's Milwaukee Street Laundry),PIO Joel Despain,53714,43.0986376,-89.3210396
1334,NA,NA,Robbery,2019-423320,NA,4512 E. Washington Ave. (La Michoacana Ice Cream),PIO Joel Despain,53704,43.1295597,-89.3092764
1335,NA,NA,Robbery,2019-426042,NA,600 Block S Whitney Way,Lt. Tracie Jokala,53719,43.0535424,-89.4744574
1336,NA,NA,Traffic Incident,2019-421852,NA,E. Washington Ave / N. Baldwin St,Sgt. Blake Hoefs,53703,43.0873847,-89.3662981
1337,NA,NA,Residential Burglary,2019-419704,NA,Cottage Grove Rd. (Victim lives on street off of Cottage Grove Rd.),PIO Joel Despain,NA,43.0844945,-89.2874681
1338,NA,NA,Theft,2019-405275,NA,Trappers Trail,PIO Joel Despain,53562,43.0787934,-89.5561228
1339,NA,NA,Traffic Incident,2018-406408,NA,E. Washington Ave.,PIO Joel Despain,NA,43.1096584,-89.3353739
1340,NA,NA,Residential Burglary,2019-381444,NA,100 block Langdon St.,PIO Joel Despain,53703,43.0779521,-89.3910501
1341,NA,NA,Residential Burglary,2019-381444,NA,100 block Langdon St.,PIO Joel Despain,53703,43.0779521,-89.3910501
1342,NA,NA,Theft,2019-419008,NA,2300 block Cypress Way,PIO Joel Despain,53713,43.041836,-89.3971415
1343,NA,NA,Residential Burglary,2019-420556,NA,5100 block Wintergreen Dr.,Lt. Diana Nachtigal,53704,43.1073121,-89.295988
1344,NA,NA,Drug Investigation,2019-362422,NA,2100 block Pike Drive,PIO Joel Despain,53713,43.0293917,-89.4169083
1345,NA,NA,Residential Burglary,2019-418707,NA,Prentice Place,PIO Joel Despain,53704,43.1086784,-89.3005056
1346,NA,NA,Residential Burglary,2019-412883,NA,200 block Langdon St.,PIO Joel Despain,53703,43.0768455,-89.3929635
1347,NA,NA,Robbery,2019-409221,NA,East Towne Mall (parking lot),PIO Joel Despain,53704,43.124897,-89.3052868
1348,NA,NA,Intoxicated/Impaired Driver,2019-413090,NA,Milwaukee St. (at Harding St.),PIO Joel Despain,NA,43.0988773,-89.3015781
1349,NA,NA,Traffic Incident,2019-412362,NA,Schroeder Rd. (at Struck St.),PIO Joel Despain,53711,43.0463161,-89.4883022
1350,NA,NA,Traffic Incident,2019-417235,NA,Packers Ave. (at Darwin Rd.),PIO Joel Despain,53704,43.1239596,-89.3552121
1351,NA,NA,Intoxicated/Impaired Driver,2019-416992,NA,McKee Rd. (at Muir Field Rd.),PIO Joel Despain,NA,43.0157092,-89.4865593
1352,NA,NA,Residential Burglary,2019-414250,NA,Lake Point Dr.,PIO Joel Despain,53713,43.0481108,-89.3452568
1353,NA,NA,Residential Burglary,2019-414294,NA,N. Woodmont Circle,PIO Joel Despain,53717,43.080173,-89.5136341
1354,NA,NA,Theft,2019-415580,NA,100 block S. Hancock St.,PIO Joel Despain,53703,43.0765465,-89.3792019
1355,NA,NA,Non-Residential Burglary,2019-414664,NA,7243 Manufacturers Dr. (Lakeside International Trucks),PIO Joel Despain,53704,43.1703431,-89.3177286
1356,NA,NA,Arrested Person,2019-414655,NA,517 Grand Canyon Dr (Radisson Inn),Lt. John Radovan,53719,43.0550231,-89.4959079
1357,NA,NA,Arrested Person,2019-414655,NA,517 Grand Canyon Dr (Radisson Inn),Lt. John Radovan,53719,43.0550231,-89.4959079
1358,NA,NA,Missing Adult,2019-414071,NA,3500 Atwood Avenue (Olbrich Park Area),Sgt. Nathaniel Lujan,53714,43.0894613,-89.3294087
1359,NA,NA,Residential Burglary,2019-413513,NA,2800 block of Cimarron Trl,Lt. Scott Kleinfeldt,53719,43.0226058,-89.5117476
1360,NA,NA,Robbery,2019-411794,NA,800 block E. Johnson St.,PIO Joel Despain,53703,43.0832095,-89.3779574
1361,NA,NA,Disturbance,2019-411022,NA,200 block State Street,PIO Joel Despain,53703,43.0749211,-89.3882098
1362,NA,NA,Drug Investigation,2019-190597,NA,Pinewood Court,PIO Joel Despain,53714,43.1057851,-89.3090739
1363,NA,NA,Residential Burglary,2019-411531,NA,Burke Ave.,PIO Joel Despain,53714,43.1078389,-89.3300928
1364,NA,NA,Battery,2019-411353,NA,W. Gilman St. (at State St.),PIO Joel Despain,53703,43.0757131,-89.3922121
1365,NA,NA,Weapons Violation,2019-411304,NA,1500 block Troy Dr.,PIO Joel Despain,53704,43.1332953,-89.3690964
1366,NA,NA,Residential Burglary,2019-410132,NA,Celebration Parkway,PIO Joel Despain,53718,43.1625551,-89.2876518
1367,NA,NA,Residential Burglary,2019-393774,NA,822 E. Washington Ave. (Galaxie High Rise Apartments),PIO Joel Despain,53703,43.0820398,-89.3745604
1368,NA,NA,Residential Burglary,2019-904109,NA,309 W. Johnson St. (Ovation),PIO Joel Despain,53703,43.0742635,-89.3904389
1369,NA,NA,Traffic Incident,2019-408113,NA,N. First St. (at E. Johnson St.),PIO Joel Despain,53704,43.0931869,-89.3608122
1370,NA,NA,Weapons Violation,2019-406925,NA,5000 block Milwaukee St.,PIO Joel Despain,53714,43.0989128,-89.2971057
1371,NA,NA,Fraud,2019-406539,NA,1400 Regent St.,PIO Joel Despain,53711,43.0677617,-89.4090926
1372,NA,NA,Missing Juvenile,2019-000000,NA,Buell St.,PIO Joel Despain,53704,43.0900094,-89.3576037
1373,NA,NA,Missing Juvenile,2019-000000,NA,Buell St.,PIO Joel Despain,53704,43.0900094,-89.3576037
1374,NA,NA,Intoxicated/Impaired Driver,2019-404954,NA,5700 block Hammersley Rd.,PIO Joel Despain,53711,43.0391586,-89.477782
1375,NA,NA,Residential Burglary,2019-402499,NA,Clarendon Ct.,PIO Joel Despain,53704,43.1323274,-89.3137139
1376,NA,NA,Traffic Incident,2019-404474,NA,Nantucket Ct.,PIO Joel Despain,53719,43.0410968,-89.5023436
1377,NA,NA,Weapons Violation,2019-402822,NA,2300 block E. Washington Ave.,PIO Joel Despain,53704,43.097361,-89.3526122
1378,NA,NA,Weapons Violation,2019-405148,NA,3100 Block Churchill Drive,Sgt. Paul Jacobsen,53713,43.029233,-89.4232242
1379,NA,NA,Robbery,2019-403635,NA,200 Langdon Street,Sgt. Paul Jacobsen,53703,43.0768455,-89.3929635
1380,NA,NA,Weapons Violation,2019-402315,NA,Hwy 51 and Hwy 151,Sgt. Kurt Wege,53534,42.8641418,-89.0590817
1381,NA,NA,Traffic Incident,2019-397337,NA,900 block S. Park St.,PIO Joel Despain,53715,43.0578774,-89.4001047
1382,NA,NA,Traffic Incident,2019-400878,NA,North Shore Dr. (at W. Brittingham Place),PIO Joel Despain,NA,43.06589,-89.3885813
1383,NA,NA,Residential Burglary,2019-400870,NA,Hill Creek Drive (Hawk's Landing),PIO Joel Despain,53593,43.0377599,-89.5589503
1384,NA,NA,Weapons Violation,2019-400125,NA,500 Block Northport Drive,PIO Joel Despain,53704,43.1406073,-89.3899165
1385,NA,NA,Information,2019-400662,NA,2200 block Pike Dr.,PIO Joel Despain,53713,43.0296729,-89.4177464
1386,NA,NA,Suspicious Person,2019-400755,NA,400 block N. Henry St.,PIO Joel Despain,53703,43.0754426,-89.3907848
1387,NA,NA,Robbery,2019-399743,NA,1422 Northport Dr. (UW Credit Union),PIO Joel Despain,53704,43.1345304,-89.3712946
1388,NA,NA,Non-Residential Burglary,2019-394476,NA,Sooper Dooper (3228 Commercial Ave.),PIO Joel Despain,53714,43.1071513,-89.3339637
1389,NA,NA,Non-Residential Burglary,2019-394476,NA,Sooper Dooper (3228 Commercial Ave.),PIO Joel Despain,53714,43.1071513,-89.3339637
1390,NA,NA,Intoxicated/Impaired Driver,2019-398576,NA,S. Livingston St.,PIO Joel Despain,53703,43.0792201,-89.3727777
1391,NA,NA,Weapons Violation,2019-399014,NA,4200 block Owl Creek Dr.,PIO Joel Despain,53718,43.0376114,-89.2921244
1392,NA,NA,Residential Burglary,2019-380208,NA,400 block W. Dayton St.,PIO Joel Despain,53703,43.072852,-89.3908834
1393,NA,NA,Drug Investigation,2019-397775,NA,Artisan Dr.,PIO Joel Despain,53704,43.1150683,-89.2978305
1394,NA,NA,Sexual Assault,2019-393982,NA,Madison Metro Bus,PIO Lorie Anderson,53703,43.086649,-89.3667152
1395,NA,NA,Traffic Incident,2019-377812,NA,1700 block Northport Dr.,PIO Joel Despain,53704,43.1308231,-89.3631841
1396,NA,NA,Intoxicated/Impaired Driver,2019-397120,NA,Maple Grove Dr.,PIO Joel Despain,NA,43.0104161,-89.4990101
1397,NA,NA,Intoxicated/Impaired Driver,2019-397508,NA,1000 block E. Wilson St.,PIO Joel Despain,53703,43.0824377,-89.3672866
1398,NA,NA,Non-Residential Burglary,2019-397583,NA,1444 East Washington Ave. (Art In),PIO Joel Despain,53703,43.089898,-89.363225
1399,NA,NA,Residential Burglary,2019-396331,NA,200 block N. Pinckney St.,PIO Joel Despain,53703,43.0770284,-89.3849964
1400,NA,NA,Fraud,2019-351562,NA,1200 block Williamson St.,PIO Joel Despain,53703,43.0832512,-89.3643272
1401,NA,NA,Drug Investigation,2019-371556,NA,5800 block Balsam Rd.,PIO Joel Despain,53711,43.0310923,-89.4800883
1402,NA,NA,Weapons Violation,2019-395325,NA,600 block E. Main St.,PIO Joel Despain,53703,43.077689,-89.3776133
1403,NA,NA,Traffic Incident,2019-392489,NA,1500 block Wheeler Rd.,PIO Joel Despain,53704,43.1483443,-89.3680177
1404,NA,NA,Disturbance,2019-394136,NA,100-500 block E Main Street,PIO Lorie Anderson,53703,43.0746681,-89.3817066
1405,NA,NA,Disturbance,2019-394136,NA,100-500 block E Main Street,PIO Lorie Anderson,53703,43.0746681,-89.3817066
1406,NA,NA,Suspicious Person,2019-393986,NA,1000 block Spaight Street,PIO Lorie Anderson,53703,43.0794701,-89.3661596
1407,NA,NA,Sexual Assault,2019-392832,NA,Downtown campus area,Lt. John Radovan,53703,43.0759316,-89.3873179
1408,NA,NA,Residential Burglary,2019-392155,NA,1100 block of Hackberry Ln,Sgt. Ryan Gibson,53713,43.0408891,-89.4003409
1409,NA,NA,Information,2019-390264,NA,118 W. Johnson St (City parking ramp),Sgt. Patricia Drury,53703,43.0758525,-89.3889433
1410,NA,NA,Information,2019-000373807,NA,700 Blk East Main St. (MG&E),P.O. Gracia Rodriguez,53703,43.0789527,-89.3757925
1411,NA,NA,Residential Burglary,2019-00389417,NA,2500 block of Monterey Dr,Sgt. Benjamin Schwarz,53704,43.1251848,-89.3684453
1412,NA,NA,Residential Burglary,2019-386229,NA,Settlers Road,PIO Joel Despain,53717,43.0787111,-89.5439408
1413,NA,NA,Weapons Violation,2019-387900,NA,500 Block Northport Drive,PIO Joel Despain,53704,43.1406073,-89.3899165
1414,NA,NA,Traffic Incident,2019-386789,NA,Mineral Point Rd. (at Commerce Dr.),PIO Joel Despain,NA,43.0606348,-89.5028521
1415,NA,NA,Robbery,2019-387590,NA,200 block Wisconsin Ave.,PIO Joel Despain,53703,43.07652,-89.38674
1416,NA,NA,Residential Burglary,2019-351403,NA,600 block N Frances St,PIO Lorie Anderson,53703,43.0764187,-89.3958345
1417,NA,NA,Residential Burglary,2019-384474,NA,Howard Place,PIO Joel Despain,53703,43.0762776,-89.3941246
1418,NA,NA,Information,2019-382591,NA,3609 Unversity Ave. (U.S. Bank parking lot),PIO Joel Despain,53705,43.0749576,-89.4507142
1419,NA,NA,Traffic incident/Road Rage,2019-385721,NA,E. Washington Ave. (at E. Johnson St.),PIO Joel Despain,NA,43.1096584,-89.3353739
1420,NA,NA,Intoxicated/Impaired Driver,2019-386003,NA,600 block State Street,PIO Joel Despain,53703,43.0749014,-89.3953941
1421,NA,NA,Intoxicated/Impaired Driver,2019-386003,NA,600 block State Street,PIO Joel Despain,53703,43.0749014,-89.3953941
1422,NA,NA,Information,2019-385900,NA,500 block W. Johnson St.,PIO Joel Despain,53703,43.0722903,-89.393549
1423,NA,NA,Traffic incident/Road Rage,2019-384529,NA,West Beltline Highway (near Verona Rd.),PIO Joel Despain,NA,43.0428229,-89.4657145
1424,NA,NA,Theft,2019-384310,NA,2300 block Fish Hatchery Rd.,PIO Joel Despain,53713,43.0397949,-89.4045848
1425,NA,NA,Residential Burglary,2019-378996,NA,1900 block Windom Way,PIO Joel Despain,53704,43.1265579,-89.3599312
1426,NA,NA,Weapons Violation,2019-379818,NA,430 N. Frances St. (State Street Campus Garage),PIO Joel Despain,53703,43.074067,-89.396241
1427,NA,NA,Battery,2019-380922,NA,100 State Street (Ian's),PIO Joel Despain,53703,43.074913,-89.386999
1428,NA,NA,Robbery,2019-382251,NA,600 block S Park St,Sgt. Ryan Gibson,53715,43.0609816,-89.4008482
1429,NA,NA,Intoxicated/Impaired Driver,2019-379113,NA,N. Stoughton Rd. (near East Washington Ave.),PIO Joel Despain,NA,43.1324643,-89.3234972
1430,NA,NA,Robbery,2019-382946,NA,1799 Thierer Rd. (Summit Credit Union),PIO Joel Despain,53704,43.1236261,-89.3135174
1431,NA,NA,Residential Burglary,2019-378996,NA,1900 block of Windom Way,Sgt. Ryan Gibson,53704,43.1265579,-89.3599312
1432,NA,NA,Weapons Violation,2019-378055,NA,2300 Block Allied Dr,Sgt. Ryan Gibson,53711,43.0289256,-89.4597532
1433,NA,NA,Traffic Incident,2019-377198,NA,6400 block Schroeder Rd.,PIO Joel Despain,53711,43.047281,-89.492332
1434,NA,NA,Non-Residential Burglary,2019-373288,NA,1917 Lake Point Dr. (Bridge Lake Point Waunona Neighborhood Center),PIO Joel Despain,53713,43.0480275,-89.3470999
1435,NA,NA,Suspicious Person,2019-377076,NA,1423 Northport Dr. (Citgo),PIO Joel Despain,53704,43.1339758,-89.3717018
1436,NA,NA,Robbery,2019-378443,NA,4402 East Towne Blvd. (Associated Bank),PIO Joel Despain,53704,43.1272426,-89.308127
1437,NA,NA,Robbery,2019-378443,NA,4402 East Towne Blvd. (Associated Bank),PIO Joel Despain,53704,43.1272426,-89.308127
1438,NA,NA,Theft,2019-376976,NA,Knutson Drive,PIO Joel Despain,53704,43.1416826,-89.3972315
1439,NA,NA,Theft,2019-377249,NA,1130 Williamson St. (Amoco gas station),PIO Joel Despain,53703,43.0828449,-89.3654246
1440,NA,NA,Residential Burglary,2019-378063,NA,100 block N. Mills St.,PIO Joel Despain,53715,43.0695758,-89.4040766
1441,NA,NA,Traffic Incident,2019-371030,NA,E. Washington Ave. (at E. Johnson St.),PIO Joel Despain,NA,43.1096584,-89.3353739
1442,NA,NA,Information,2019-375746,NA,4100 block Sycamore Ave.,PIO Joel Despain,53714,43.1137533,-89.314257
1443,NA,NA,Weapons Violation,2019-374625,NA,100 block W. Mifflin St.,PIO Joel Despain,53703,43.0747431,-89.3862086
1444,NA,NA,Battery,2019-374253,NA,E. Main St. (at S. Pinckney St.),PIO Joel Despain,NA,43.0839638,-89.3686885
1445,NA,NA,Robbery,2019-374085,NA,500 block University Ave.,PIO Joel Despain,53703,43.0735602,-89.3942487
1446,NA,NA,Robbery,2019-373521,NA,1202 North Sherman Ave. (BMO Harris Bank),PIO Joel Despain,53704,43.1130561,-89.3641381
1447,NA,NA,Residential Burglary,2019-360376,NA,300 block of S. Hamilton St,Lt. John Radovan,53703,43.0702699,-89.3845214
1448,NA,NA,Residential Burglary,2019-373077,NA,400 block W. Johnson St.,PIO Joel Despain,53703,43.0735055,-89.3917557
1449,NA,NA,Weapons Violation,2019-371814,NA,1700 Northport Dr.,PIO Joel Despain,53704,43.1308231,-89.3631841
1450,NA,NA,Traffic Incident,2019-355647,NA,State St. (at W. Johnson Street),PIO Joel Despain,NA,43.0748377,-89.392627
1451,NA,NA,Robbery,2019-371863,NA,700 block Rethke Ave.,PIO Joel Despain,53714,43.1080694,-89.3354621
1452,NA,NA,Robbery,2019-373032,NA,1800 block E. Washington Ave.,PIO Joel Despain,53704,43.0912973,-89.3608257
1453,NA,NA,Robbery,2019-373032,NA,1800 block E. Washington Ave.,PIO Joel Despain,53704,43.0912973,-89.3608257
1454,NA,NA,Robbery,2019-372670,NA,1010 N. Sherman Ave. (BP gas station),PIO Joel Despain,53704,43.1108243,-89.3642213
1455,NA,NA,Residential Burglary,2019-364496,NA,100 block N. Livingston St. (MPD Central District),PIO Joel Despain,53703,43.081905,-89.3762698
1456,NA,NA,Weapons Violation,2019-367566,NA,Maple Grove Dr.,PIO Joel Despain,NA,43.0104161,-89.4990101
1457,NA,NA,Robbery,2019-368075,NA,4821 Annamark Dr. (Shell gas station),PIO Joel Despain,53704,43.1331149,-89.2997303
1458,NA,NA,Missing Adult,2019-369429,NA,Chapel Hill Drive,Lt. Scott Kleinfeldt,53711,43.0430187,-89.493978
1459,NA,NA,Residential Burglary,2019-361658,NA,300 block N. Bassett St.,PIO Joel Despain,53703,43.0722929,-89.3935523
1460,NA,NA,Robbery,2019-366548,NA,2100 block East Springs Dr.,PIO Joel Despain,53704,43.1255801,-89.2979791
1461,NA,NA,Traffic Incident,2019-367011,NA,High Street (at Delaplaine Court),PIO Joel Despain,53715,43.056221,-89.4015757
1462,NA,NA,Weapons Violation,2019-366766,NA,2300 block Carling Dr.,PIO Joel Despain,53711,43.0283074,-89.4615317
1463,NA,NA,Weapons Violation,2019-366342,NA,3000 Worthington Ave.,Sgt. Kurt Wege,53714,43.1025912,-89.3399507
1464,NA,NA,Intoxicated/Impaired Driver,2019-320059,NA,1400 block E. Washington Ave.,PIO Joel Despain,53703,43.089487,-89.3646221
1465,NA,NA,Weapons Violation,2019-00364584,NA,1000 block of Williamson St.,Sgt. Stuart Moeser,53703,43.080772,-89.3678943
1466,NA,NA,Weapons Violation,2019-364935,NA,1900 block of Reetz Rd.,Sgt. Stuart Moeser,53711,43.0332242,-89.4619573
1467,NA,NA,Residential Burglary,2019-363342,NA,Bashford Ave.,PIO Joel Despain,53704,43.0951775,-89.3490158
